Animal ID,Name,Species,Primary Breed,Secondary Breed,Primary Color,Secondary Color,Age Group At Outcome,Previous Intake Type,Source Shelter,Outcome Subtype,Episode Index,Previous Intake Date,Outcome Date,LOS (days),Adoption Channel (derived)
LDDC-A-184541,Yago,Dog,Shepherd,Mix,Black,—,Puppy,Transfer In,"MCSC-A-6817, FLRN-A-9451, PVAS-MD-24-2446",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184546,Tigress,Dog,"Retriever, Labrador",Mix,Black,White,Puppy,Transfer In,FLRN-A-9521,Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-9566,Apollo,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,"240147, FLRN-A-9566, FAHS-MC-24-2349",Meo Maison Cat Cafe Adoption,1,2024-11-16,2024-12-07,21,Cat Café
LDDC-A-5141,Little Luke,Cat,Domestic Shorthair,—,Buff,White,Kitten,Adoption Return,HERT-MC-24-2296,Adoption from Foster,2,2024-12-01,2024-12-07,6,From Foster
LDDC-A-5136,Lancelot,Cat,Domestic Shorthair,—,Orange,White,Kitten,Transfer In,HERT-MC-24-2293,Adoption from Foster,1,2024-11-09,2024-12-07,28,From Foster
LDDC-A-181252,Chloe,Dog,Chihuahua,Mix,Brown,—,Adult Dog,Transfer In,"MCSC-A-6969, FLRN-A-17364, MCAS-FD-24-2394",Other Adoption Event,1,2024-11-16,2024-12-07,21,Weekend Event
LDDC-A-9554,Felicity,Dog,Shepherd,Terrier,Tan,—,Puppy,Transfer In,"PVAS-A-192948, FLRN-A-9554, PVAS-FD-24-2330",Petco Adoption Event,1,2024-11-16,2024-12-07,21,Weekend Event
LDDC-A-5140,Lucy,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,HERT-FC-24-2298,Adoption from Foster,1,2024-11-09,2024-12-07,28,From Foster
LDDC-A-184518,Denny,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,FRKN-MC-24-2402,Meo Maison Cat Cafe Adoption,1,2024-11-23,2024-12-08,15,Cat Café
LDDC-A-184640,Hector,Dog,Dachshund,Chihuahua,Black,Tan,Puppy,Transfer In,PRCO-MD-24-2504,Off Transport Adoption (OTA),1,2024-12-08,2024-12-08,0,Off Transport
LDDC-A-4635,Frito,Dog,Shepherd,Terrier,Brown,—,Adult Dog,Transfer In,"D2024356, MCSC-A-6381, FLRN-A-7761, I363, MCSC-A-6381, MCAS-MD-24-1849, FLRN-A-7761",PetSmart Adoption Event,1,2024-09-07,2024-12-08,92,Weekend Event
LDDC-A-184614,Grace,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"FAHS24152, FLRN-A-17519, FAHS-FC-24-2465",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184525,Little,Dog,Maltese,Poodle,White,—,Adult Dog,Stray In,OWNR-FD-24-2407,PetSmart Adoption Event,1,2024-12-08,2024-12-08,0,Weekend Event
LDDC-A-184564,Elma,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-9603, CHTR-FC-24-2458",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184578,Tina,Dog,"Terrier, Jack Russell",Chihuahua,Black,Tan,Adult Dog,Transfer In,"FLRN-A-17420, FLRN-FD-24-2443",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184615,Jonathan,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"240369, FLRN-A-17520, FAHS-MC-24-2468",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184577,Callie ,Dog,"Terrier, Jack Russell","Terrier, Yorkshire, Yorkie",Black,White,Adult Dog,Transfer In,"FLRN-A-17419, FLRN-FD-24-2422",Off Transport Adoption (OTA),1,2024-12-07,2024-12-08,1,Off Transport
LDDC-A-184524,Bits,Dog,Maltese,Poodle,White,—,Adult Dog,Stray In,OWNR-MD-24-2411,PetSmart Adoption Event,1,2024-12-08,2024-12-08,0,Weekend Event
LDDC-A-184599,Ribbon,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"FLRN-A-17478, FLRN-FC-24-2475",Off Transport Adoption (OTA),1,2024-12-07,2024-12-08,1,Off Transport
LDDC-A-184567,Ernie,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-9605, CHTR-MC-24-2461",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184596,Ruby,Cat,Domestic Shorthair,—,Tortoise,White,Kitten,Transfer In,"FLRN-A-17474, FLRN-FC-24-2477",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184623,Sugar Cookie,Cat,Domestic Shorthair,—,White,Orange,Kitten,Transfer In,"FLRN-A-17541, FLRN-FC-24-2481",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184606,Ziva,Cat,Domestic Shorthair,—,Cream,Brown,Adult Cat,Transfer In,"FLRN-A-17493, FLRN-FC-24-2489",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184552,Wallace,Dog,Spaniel,Mix,Tan,Black,Puppy,Transfer In,"FLRN-A-9504, FLUR-MD-24-2498",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184582,Joy Frost,Dog,"Terrier, Jack Russell",Chihuahua,Black,Tan,Puppy,Transfer In,"FLRN-A-17425, FLRN-FD-24-2432",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184585,Jolly ,Dog,"Terrier, Jack Russell",Chihuahua,Tan,—,Puppy,Transfer In,"FLRN-A-17428, FLRN-FD-24-2430",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184604,Harlow,Dog,"Retriever, Labrador",Mixed Breed (Large),Silver,White,Adult Dog,Transfer In,"A0056511844, FLRN-A-17491, HCAC-FD-24-2427",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184549,Moosha,Dog,Terrier,Mix,Tan,White,Adult Dog,Transfer In,"PVAS-A-191045, FLRN-A-8872, PVAS-FD-24-2490",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184583,Jubilee,Dog,"Terrier, Jack Russell",Chihuahua,Black,Tan,Puppy,Transfer In,"FLRN-A-17426, FLRN-FD-24-2433",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184586,Jovial ,Dog,"Terrier, Jack Russell",Chihuahua,Tan,—,Puppy,Transfer In,"FLRN-A-17429, FLRN-FD-24-2431",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-181256,CoCo,Dog,Chihuahua,"Terrier, Jack Russell",Brown,White,Adult Dog,Transfer In,"MCSC-A-6968, FLRN-A-17363, MCAS-FD-24-2318",PetSmart Adoption Event,1,2024-11-16,2024-12-08,22,Weekend Event
LDDC-A-9615,Olly,Dog,"Terrier, Boston",Mix,Brindle,White,Puppy,Transfer In,"MCSC-A-6950, FLRN-A-9615, MCAS-MD-24-2335",PetSmart Adoption Event,1,2024-11-16,2024-12-08,22,Weekend Event
LDDC-A-184571,Athena,Dog,"Retriever, Black Labrador",Mix,Black,—,Adult Dog,Transfer In,"DPFL-A-569, FLRN-A-17374, DPFL-FD-24-2491",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184587,Ziggy ,Dog,Shepherd,Mix,Black,Tan,Adult Dog,Transfer In,"FLRN-A-17430, MCAS-MD-24-2494",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184559,Maya,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Transfer In,"A0056511777, FLRN-A-8681, HCAC-FD-24-2436",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-184622,Atreyu,Cat,Domestic Shorthair,—,Brown,White,Adult Cat,Transfer In,"FLRN-A-17525, FLRN-MC-24-2451",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-9588,Briar,Dog,Shepherd,Mix,Tan,—,Adult Dog,Transfer In,"MCSC-A-6904, FLRN-A-9588, MCAS-MD-24-2382",PetSmart Adoption Event,1,2024-11-16,2024-12-08,22,Weekend Event
LDDC-A-184598,Reindeer,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,"FLRN-A-17477, FLRN-FC-24-2474",PetSmart Adoption Event,1,2024-12-07,2024-12-08,1,Weekend Event
LDDC-A-5049,Monkey,Cat,Domestic Medium Hair,—,Brown,Black,Kitten,Transfer In,"PVAS-A-192418, PVAS-MC-24-2235",PetSmart Adoption Event,1,2024-10-26,2024-12-08,43,Weekend Event
LDDC-A-184513,Johnny Depp,Cat,Domestic Shorthair,—,Orange,—,Adult Cat,Transfer In,FRKN-MC-24-2403,Meo Maison Cat Cafe Adoption,1,2024-11-23,2024-12-08,15,Cat Café
LDDC-A-4396,Ridgecrest,Dog,Shepherd,Mix,Brindle,Black,Adult Dog,Transfer In,"65641, FLRN-MD-24-1572, FLRN-A-6366",Adoption from Foster,1,2024-07-27,2024-12-08,134,From Foster
LDDC-A-184641,Henry,Dog,Dachshund,Chihuahua,Black,Tan,Puppy,Transfer In,PRCO-MD-24-2505,Other Adoption Event,1,2024-12-08,2024-12-09,1,Weekend Event
LDDC-A-4329,Estella,Dog,Hound,Terrier,Tan,White,Senior Dog,Adoption Return,CCAS-FD-20-2523,Adoption from Foster,2,2024-11-24,2024-12-12,18,From Foster
LDDC-A-184601,Snowman,Cat,Domestic Shorthair,—,Orange,—,Adult Cat,Transfer In,"FLRN-A-17481, FLRN-MC-24-2484",Adoption from Foster,1,2024-12-07,2024-12-12,5,From Foster
LDDC-A-184671,Neroli,Dog,Terrier,Mix,Chocolate,White,Adult Dog,Transfer In,"PVAS-A-192524, FLRN-A-9547",Off Transport Adoption (OTA),1,2024-12-13,2024-12-13,0,Off Transport
LDDC-A-184618,Ernest,Cat,Domestic Shorthair,—,Blonde,—,Kitten,Transfer In,"FLRN-A-8775, FLRN-MC-24-2483",Adoption from Foster,1,2024-12-07,2024-12-13,6,From Foster
LDDC-A-5122,Adele,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,HERT-FC-24-2280,Meo Maison Cat Cafe Adoption,1,2024-11-08,2024-12-13,35,Cat Café
LDDC-A-184619,Bert,Cat,Domestic Shorthair,—,Blonde,—,Kitten,Transfer In,"FLRN-A-8774, FLRN-MC-24-2482",Adoption from Foster,1,2024-12-07,2024-12-13,6,From Foster
LDDC-A-184528,Luke Skywalker,Dog,"Shepherd, German",—,Black,—,Puppy,Transfer In,HERT-MD-24-2526,Off Transport Adoption (OTA),1,2024-12-14,2024-12-14,0,Off Transport
LDDC-A-184650,Chloette,Cat,Domestic Longhair,—,Calico,—,Adult Cat,Transfer In,HERT-FC-24-2545,Off Transport Adoption (OTA),1,2024-12-14,2024-12-14,0,Off Transport
LDDC-A-184565,Enid,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-9604, CHTR-FC-24-2460",Adoption from Foster,1,2024-12-07,2024-12-14,7,From Foster
LDDC-A-184602,Frosty,Cat,Domestic Shorthair,—,Orange,—,Adult Cat,Transfer In,"FLRN-A-17482, FLRN-MC-24-2462",Adoption from Foster,1,2024-12-07,2024-12-14,7,From Foster
LDDC-A-184645,Yaya,Dog,"Retriever, Labrador",Shepherd,Black,—,Puppy,Transfer In,PRCO-FD-24-2514,Petco Adoption Event,1,2024-12-08,2024-12-14,6,Weekend Event
LDDC-A-184560,Megara,Dog,Terrier,Mix,Brindle,—,Adult Dog,Transfer In,"A0055226426, FLRN-A-8678, MCAS-FD-24-2501",Other Adoption Event,1,2024-12-07,2024-12-14,7,Weekend Event
LDDC-A-184572,Nora,Dog,Terrier,Mix,White,Black,Adult Dog,Transfer In,"DPFL-A-564, FLRN-A-17376, DPFL-FD-24-2495",Other Adoption Event,1,2024-12-07,2024-12-14,7,Weekend Event
LDDC-A-184570,Tonka,Dog,"Hound, Plott",Mix,Brown,Brindle,Adult Dog,Transfer In,"DPFL-A-568, FLRN-A-17373, DPFL-FD-24-2496",Petco Adoption Event,1,2024-12-07,2024-12-14,7,Weekend Event
LDDC-A-184574,Moonshine,Dog,"Retriever, Labrador",Terrier,Black,White,Puppy,Transfer In,"FLRN-A-17379, FLRN-FD-24-2439",Adoption from Foster,1,2024-12-07,2024-12-14,7,From Foster
LDDC-A-181235,Bumble,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,"FLRN-A-17371, FLRN-MC-24-2350",Adoption from Foster,1,2024-11-16,2024-12-14,28,From Foster
LDDC-A-5002,Tigger,Dog,Shepherd,Mix,Brown,—,Adult Dog,Transfer In,"24-1534, DARL-MD-24-2169, FLRN-A-9430",Petco Adoption Event,1,2024-10-18,2024-12-14,57,Weekend Event
LDDC-A-5095,Excavator,Cat,Domestic Shorthair,—,Brown,White,Adult Cat,Transfer In,"A0056946803, CCFL-FC-24-2265, FLRN-A-9509",Adoption from Foster,1,2024-11-02,2024-12-14,42,From Foster
LDDC-A-8640,Delilah,Dog,"Cattle Dog, Australian (Red Heeler)",Mixed Breed (Medium),White,Brown,Adult Dog,Transfer In,"MCSC-A-6687, FLRN-A-8640, MCAS-FD-24-2123",Foster Adopted,1,2024-11-16,2024-12-15,29,From Foster
LDDC-A-184592,Birdie,Dog,Terrier,Mix,Brown,White,Puppy,Transfer In,"FLRN-A-17441, DARL-FD-24-2418",Off Transport Adoption (OTA),1,2024-12-07,2024-12-15,8,Off Transport
LDDC-A-184568,Elvira,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-9606, CHTR-FC-24-2459",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-184683,Cupcake,Cat,Domestic Shorthair,—,Calico,—,Kitten,Transfer In,"FLRN-A-17647, FLRN-FC-24-2543",PetSmart Adoption Event,1,2024-12-13,2024-12-15,2,Weekend Event
LDDC-A-184682,Carmel,Cat,Domestic Shorthair,—,Calico,—,Kitten,Transfer In,"FLRN-A-17646, FLRN-FC-24-2542",PetSmart Adoption Event,1,2024-12-13,2024-12-15,2,Weekend Event
LDDC-A-4439,Irene,Cat,Domestic Shorthair,—,Black,—,Adult Cat,Transfer In,PRSA-FC-24-1621,PetSmart Adoption Event,1,2024-08-05,2024-12-15,132,Weekend Event
LDDC-A-4440,Ivette,Cat,Domestic Shorthair,—,Grey,White,Adult Cat,Transfer In,PRSA-FC-24-1622,PetSmart Adoption Event,1,2024-08-05,2024-12-15,132,Weekend Event
LDDC-A-4781,Darcy,Cat,Domestic Shorthair,—,White,Grey,Kitten,Transfer In,"MCAS-FC-24-1980, FLRN-A-8307",PetSmart Adoption Event,1,2024-09-20,2024-12-15,86,Weekend Event
LDDC-A-184558,Kimble,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"FLRN-A-9037, CHTR-FC-24-2470",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-184532,Lillith,Cat,Domestic Shorthair,—,Calico,—,Adult Cat,Transfer In,HERT-FC-24-2548,PetSmart Adoption Event,1,2024-12-14,2024-12-15,1,Weekend Event
LDDC-A-5137,Laurence,Cat,Domestic Shorthair,—,Orange,White,Kitten,Transfer In,HERT-MC-24-2294,PetSmart Adoption Event,1,2024-11-09,2024-12-15,36,Weekend Event
LDDC-A-184651,Magic Mike,Cat,Domestic Shorthair,—,Buff,White,Kitten,Transfer In,HERT-MC-24-2549,PetSmart Adoption Event,1,2024-12-14,2024-12-15,1,Weekend Event
LDDC-A-184652,Maybelline,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,HERT-FC-24-2550,PetSmart Adoption Event,1,2024-12-14,2024-12-15,1,Weekend Event
LDDC-A-9033,Mama Mia,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"FLRN-A-9033, CHTR-FC-24-2362",PetSmart Adoption Event,1,2024-11-16,2024-12-15,29,Weekend Event
LDDC-A-184611,Toasty,Cat,Domestic Shorthair,—,Orange,White,Adult Cat,Transfer In,"240301, FLRN-A-17516, FAHS-MC-24-2487",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-8424,Kaykay,Dog,Chihuahua,Mix,White,Brown,Adult Dog,Transfer In,"A0056495512, FLRN-A-8424, APGA-FD-24-2333",PetSmart Adoption Event,1,2024-11-16,2024-12-15,29,Weekend Event
LDDC-A-9506,Ranger,Dog,Mixed Breed (Medium),Mix,Black,White,Adult Dog,Transfer In,"FLRN-A-9506, FLUR-MD-24-2397",PetSmart Meeting,1,2024-11-16,2024-12-15,29,PetSmart
LDDC-A-184551,Winnie,Dog,Spaniel,Mix,Black,—,Adult Dog,Transfer In,"FLRN-A-9500, FLUR-FD-24-2445",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-184637,Volky,Dog,"Retriever, Labrador",—,White,Brown,Puppy,Transfer In,PRCO-MD-24-2510,PetSmart Adoption Event,1,2024-12-08,2024-12-15,7,Weekend Event
LDDC-A-181230,Pickle,Dog,Shepherd,Mix,Brindle,—,Puppy,Transfer In,"AC4523C, FLRN-A-17355, FAHS-MD-24-2372",PetSmart Adoption Event,1,2024-11-16,2024-12-15,29,Weekend Event
LDDC-A-184679,Natalia ,Dog,"Retriever, Golden",Mixed Breed (Medium),Cream,—,Puppy,Transfer In,"FLRN-A-17486, MCAS-FD-24-2537",PetSmart Adoption Event,1,2024-12-13,2024-12-15,2,Weekend Event
LDDC-A-5108,Sharkey,Dog,"Retriever, Labrador",Mix,Yellow,—,Puppy,Transfer In,"MCSC-A-6852, MCAS-MD-24-2243, FLRN-A-9407",PetSmart Adoption Event,1,2024-11-02,2024-12-15,43,Weekend Event
LDDC-A-184595,Billie,Dog,Terrier,Mix,Brown,White,Puppy,Transfer In,"FLRN-A-17445, DARL-FD-24-2417",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-184636,Valentino,Dog,"Retriever, Labrador",—,Brown,White,Puppy,Transfer In,PRCO-MD-24-2507,PetSmart Adoption Event,1,2024-12-08,2024-12-15,7,Weekend Event
LDDC-A-184681,Norman ,Dog,"Retriever, Golden",Mixed Breed (Medium),Cream,—,Puppy,Transfer In,"FLRN-A-17488, MCAS-MD-24-2539",PetSmart Adoption Event,1,2024-12-13,2024-12-15,2,Weekend Event
LDDC-A-184553,Waldo,Dog,Spaniel,Mix,Brown,Black,Puppy,Transfer In,"FLRN-A-9503, FLUR-MD-24-2497",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-5091,Chappel,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Transfer In,"A0056899394, HCAC-FD-24-2253, FLRN-A-9477, HCAC-FD-24-2253",PetSmart Adoption Event,1,2024-11-02,2024-12-15,43,Weekend Event
LDDC-A-184676,Tiny Lola ,Dog,Retriever,Shepherd,Brown,White,Puppy,Transfer In,"FLRN-A-17432, MCAS-FD-24-2563",PetSmart Adoption Event,1,2024-12-13,2024-12-15,2,Weekend Event
LDDC-A-184588,Bowie,Dog,Terrier,Mix,Chocolate,—,Puppy,Transfer In,"FLRN-A-17436, DARL-MD-24-2419",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-184656,Ipad,Cat,Domestic Longhair,—,Brown,—,Kitten,Transfer In,HERT-FC-24-2547,PetSmart Adoption Event,1,2024-12-14,2024-12-15,1,Weekend Event
LDDC-A-184605,Zinnia,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"FLRN-A-17492, FLRN-FC-24-2488",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-184584,Jumping Bean,Dog,"Terrier, Jack Russell",Chihuahua,Black,Tan,Puppy,Transfer In,"FLRN-A-17427, FLRN-FD-24-2434",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-184573,Munchkin,Dog,"Retriever, Labrador",Terrier,Black,White,Puppy,Transfer In,"FLRN-A-17377, FLRN-FD-24-2440",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-184527,Lily,Dog,"Shepherd, German",—,Black,—,Puppy,Transfer In,HERT-FD-24-2525,PetSmart Adoption Event,1,2024-12-14,2024-12-15,1,Weekend Event
LDDC-A-184648,Hans,Cat,Domestic Shorthair,Oriental Short Hair,Brown,—,Kitten,Transfer In,INTL-MC-24-2540,Foster Adopted,1,2024-12-13,2024-12-15,2,From Foster
LDDC-A-184649,Herr Wilhelm,Cat,Oriental Short Hair,—,Brown,—,Kitten,Transfer In,INTL-MC-24-2541,Foster Adopted,1,2024-12-13,2024-12-15,2,From Foster
LDDC-A-184639,Vera,Dog,"Retriever, Labrador",—,Tan,White,Puppy,Transfer In,PRCO-MD-24-2508,PetSmart Adoption Event,1,2024-12-08,2024-12-15,7,Weekend Event
LDDC-A-184624,Charlotte,Dog,"Terrier, American Pit Bull",—,Grey,—,Adult Dog,Owner Surrender,OWNR-FD-24-2565,PetSmart Adoption Event,1,2024-12-15,2024-12-15,0,Weekend Event
LDDC-A-184589,Bex,Dog,Terrier,Mix,Chocolate,—,Puppy,Transfer In,"FLRN-A-17437, DARL-FD-24-2416",PetSmart Adoption Event,1,2024-12-07,2024-12-15,8,Weekend Event
LDDC-A-184686,Ferb,Dog,"Terrier, Parson Jack Russell",Mix,White,Tan,Puppy,Transfer In,"LSPR-A-3528, LFRS-MD-24-2520",PetSmart Adoption Event,1,2024-12-14,2024-12-15,1,Weekend Event
LDDC-A-184616,BeetleJuice,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FAHS24172, FLRN-A-17521, FAHS-MC-24-2453",PetSmart In-Store Cat Adoption,1,2024-12-07,2024-12-16,9,PetSmart
LDDC-A-184514,Sapphire,Cat,Domestic Medium Hair,—,Black,—,Adult Cat,Transfer In,FRKN-FC-24-2408,Meo Maison Cat Cafe Adoption,1,2024-11-23,2024-12-17,24,Cat Café
LDDC-A-184569,Eggo,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-9607, CHTR-FC-24-2457",Adoption from Foster,1,2024-12-07,2024-12-17,10,From Foster
LDDC-A-184512,Komodo Dragon Pepper,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,FRKN-MC-24-2405,Meo Maison Cat Cafe Adoption,1,2024-11-23,2024-12-17,24,Cat Café
LDDC-A-184638,Victory,Dog,"Retriever, Labrador",—,Brown,—,Puppy,Transfer In,PRCO-MD-24-2509,Foster Adopted,1,2024-12-09,2024-12-17,8,From Foster
LDDC-A-9610,Rosalee,Cat,Domestic Shorthair,—,Grey,—,Adult Cat,Transfer In,"FLRN-A-9610, FLRN-FC-24-2387",Meo Maison Cat Cafe Adoption,1,2024-11-16,2024-12-18,32,Cat Café
LDDC-A-5156,Lucien,Cat,Domestic Shorthair,—,Orange,—,Kitten,Adoption Return,"PPCA-A-10117, FRKN-MC-24-2316",Adoption from Foster,2,2024-12-01,2024-12-18,17,From Foster
LDDC-A-184600,Rouge,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,"FLRN-A-17480, FLRN-FC-24-2476",Adoption from Foster,1,2024-12-07,2024-12-19,12,From Foster
LDDC-A-184684,Ginger,Dog,"Terrier, Boston",—,Black,White,Adult Dog,Transfer In,"LSPR-A-3477, LFRS-FD-24-2521, LFRS-FD-24-2521",Adoption from Foster,1,2024-12-14,2024-12-19,5,From Foster
LDDC-A-5051,Buttermilk,Dog,Shepherd,—,Brown,Black,Adult Dog,Transfer In,"PVAS-A-182082, PVAS-MD-24-2174",Adoption from Foster,1,2024-10-26,2024-12-19,54,From Foster
LDDC-A-184685,Muna,Dog,"Retriever, Labrador",Mix,White,Tan,Adult Dog,Transfer In,"LSPR-A-3515, LFRS-FD-24-2522",Adoption from Foster,1,2024-12-14,2024-12-19,5,From Foster
LDDC-A-4310,Tofu,Cat,Domestic Shorthair,—,White,Black,Adult Cat,Transfer In,"FLRN-MC-24-1472, FLRN-A-7594, LDDC-A-4310, FLRN-A-7594",Adoption from Foster,1,2024-09-14,2024-12-19,96,From Foster
LDDC-A-184694,Duke,Dog,"Retriever, Yellow Labrador",—,Yellow,—,Adult Dog,Transfer In,"MCSC-A-13987, FLRN-A-17782, MCAS-MD-24-2572",Off Transport Adoption (OTA),1,2024-12-20,2024-12-20,0,Off Transport
LDDC-A-184691,Jemma,Cat,Domestic Shorthair,—,Calico,—,Kitten,Transfer In,"FLRN-A-17748, FAHS-FC-24-2593",Off Transport Adoption (OTA),1,2024-12-20,2024-12-20,0,Off Transport
LDDC-A-184692,Jim,Cat,Domestic Shorthair,—,Grey,Black,Kitten,Transfer In,"FLRN-A-17750, FAHS-MC-24-2595",Off Transport Adoption (OTA),1,2024-12-20,2024-12-20,0,Off Transport
LDDC-A-184693,Sweet November,Dog,"Retriever, Labrador",Mix,White,Cream,Puppy,Transfer In,"MCSC-A-7068, FLRN-A-17772, MCAS-FD-24-2578",Off Transport Adoption (OTA),1,2024-12-20,2024-12-20,0,Off Transport
LDDC-A-184690,Fanny,Dog,Terrier,Mix,Tan,Cream,Adult Dog,Transfer In,"PVAS-A-192950, FLRN-A-9555, PVAS-FD-24-2573",Off Transport Adoption (OTA),1,2024-12-20,2024-12-20,0,Off Transport
LDDC-A-184578,Tina,Dog,"Terrier, Jack Russell",Chihuahua,Black,Tan,Adult Dog,Adoption Return,"FLRN-A-17420, FLRN-FD-24-2443",Adoption from Foster,2,2024-12-15,2024-12-20,5,From Foster
LDDC-A-184566,Maximus,Cat,Domestic Shorthair,—,Brown,—,Kitten,Transfer In,"FLRN-A-9601, CHTR-MC-24-2472",PetSmart In-Store Cat Adoption,1,2024-12-07,2024-12-20,13,PetSmart
LDDC-A-5147,Patrick,Cat,Domestic Shorthair,—,Brown,—,Kitten,Transfer In,HERT-MC-24-2304,Foster Adopted,1,2024-11-09,2024-12-21,42,From Foster
LDDC-A-4574,Cece,Cat,Domestic Shorthair,—,White,Brown,Adult Cat,Transfer In,"1159, DARL-FC-24-1758, FLRN-A-8236",Adoption from Foster,1,2024-08-24,2024-12-21,119,From Foster
LDDC-A-184726,Cranberry,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-17728, FLRN-FC-24-2592",PetSmart In-Store Cat Adoption,1,2024-12-20,2024-12-21,1,PetSmart
LDDC-A-5100,Johnny Whippet,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"A0056930037, CCFL-MC-24-2274, FLRN-A-9514",Adoption from Foster,1,2024-11-02,2024-12-21,49,From Foster
LDDC-A-4888,Barbie,Dog,Shepherd,Terrier,Brown,White,Adult Dog,Transfer In,"24-09-054, FLUR-FD-24-2077, FLRN-A-9176",Other Adoption Event,1,2024-10-05,2024-12-21,77,Weekend Event
LDDC-A-184647,Yuri,Dog,"Retriever, Labrador",Shepherd,Black,Tan,Puppy,Transfer In,PRCO-FD-24-2502,Other Adoption Event,1,2024-12-08,2024-12-21,13,Weekend Event
LDDC-A-184672,Tot,Dog,Hound,Mix,Black,White,Adult Dog,Transfer In,"2144, FLRN-A-9456, DARL-MD-24-2557",Other Adoption Event,1,2024-12-13,2024-12-21,8,Weekend Event
